region,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,TWN,ROW,ROW,ROW,ROW,ROW,ROW,ROW,ROW,ROW,ROW,ROW,ROW,ROW,ROW,ROW,ROW,ROW,ROW,ROW,ROW,ROW,ROW,ROW,ROW,ROW,ROW,ROW,ROW,ROW,ROW,ROW,ROW,ROW,ROW,ROW,ROW,ROW,ROW,ROW,ROW,ROW,ROW,ROW,ROW,ROW,ROW,ROW,ROW,ROW,ROW,ROW,ROW,ROW,ROW,ROW
sector,"Crop and animal production, hunting and related service activities",Forestry and logging,Fishing and aquaculture,Mining and quarrying,"Manufacture of food products, beverages and tobacco products","Manufacture of textiles, wearing apparel and leather products","Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Manufacture of paper and paper products,Printing and reproduction of recorded media,Manufacture of coke and refined petroleum products ,Manufacture of chemicals and chemical products ,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacture of rubber and plastic products,Manufacture of other non-metallic mineral products,Manufacture of basic metals,"Manufacture of fabricated metal products, except machinery and equipment","Manufacture of computer, electronic and optical products",Manufacture of electrical equipment,Manufacture of machinery and equipment n.e.c.,"Manufacture of motor vehicles, trailers and semi-trailers",Manufacture of other transport equipment,Manufacture of furniture; other manufacturing,"Electricity, gas, steam and air conditioning supply","Water collection, treatment and supply","Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",Construction,"Wholesale trade, except of motor vehicles and motorcycles","Retail trade, except of motor vehicles and motorcycles",Land transport and transport via pipelines,Water transport,Air transport,Warehousing and support activities for transportation,Postal and courier activities,Accommodation and food service activities,Telecommunications,"Computer programming, consultancy and related activities; information service activities","Financial service activities, except insurance and pension funding","Insurance, reinsurance and pension funding, except compulsory social security",Real estate activities,Legal and accounting activities; activities of head offices; management consultancy activities,Scientific research and development,"Other professional, scientific and technical activities; veterinary activities",Administrative and support service activities,Public administration and defence; compulsory social security,Education,Human health and social work activities,Other service activities,"Crop and animal production, hunting and related service activities",Forestry and logging,Fishing and aquaculture,Mining and quarrying,"Manufacture of food products, beverages and tobacco products","Manufacture of textiles, wearing apparel and leather products","Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Manufacture of paper and paper products,Printing and reproduction of recorded media,Manufacture of coke and refined petroleum products ,Manufacture of chemicals and chemical products ,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacture of rubber and plastic products,Manufacture of other non-metallic mineral products,Manufacture of basic metals,"Manufacture of fabricated metal products, except machinery and equipment","Manufacture of computer, electronic and optical products",Manufacture of electrical equipment,Manufacture of machinery and equipment n.e.c.,"Manufacture of motor vehicles, trailers and semi-trailers",Manufacture of other transport equipment,Manufacture of furniture; other manufacturing,"Electricity, gas, steam and air conditioning supply","Water collection, treatment and supply",Construction,Wholesale and retail trade and repair of motor vehicles and motorcycles,"Wholesale trade, except of motor vehicles and motorcycles","Retail trade, except of motor vehicles and motorcycles",Land transport and transport via pipelines,Water transport,Air transport,Warehousing and support activities for transportation,Accommodation and food service activities,Telecommunications,"Computer programming, consultancy and related activities; information service activities","Financial service activities, except insurance and pension funding","Insurance, reinsurance and pension funding, except compulsory social security",Real estate activities,Legal and accounting activities; activities of head offices; management consultancy activities,Architectural and engineering activities; technical testing and analysis,Administrative and support service activities,Public administration and defence; compulsory social security,Education,Human health and social work activities,Other service activities,"Crop and animal production, hunting and related service activities",Forestry and logging,Fishing and aquaculture,Mining and quarrying,"Manufacture of food products, beverages and tobacco products","Manufacture of textiles, wearing apparel and leather products","Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Manufacture of paper and paper products,Printing and reproduction of recorded media,Manufacture of coke and refined petroleum products ,Manufacture of chemicals and chemical products ,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacture of rubber and plastic products,Manufacture of other non-metallic mineral products,Manufacture of basic metals,"Manufacture of fabricated metal products, except machinery and equipment","Manufacture of computer, electronic and optical products",Manufacture of electrical equipment,Manufacture of machinery and equipment n.e.c.,"Manufacture of motor vehicles, trailers and semi-trailers",Manufacture of other transport equipment,Manufacture of furniture; other manufacturing,"Electricity, gas, steam and air conditioning supply","Water collection, treatment and supply","Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",Construction,Wholesale and retail trade and repair of motor vehicles and motorcycles,"Wholesale trade, except of motor vehicles and motorcycles","Retail trade, except of motor vehicles and motorcycles",Land transport and transport via pipelines,Water transport,Air transport,Warehousing and support activities for transportation,Postal and courier activities,Accommodation and food service activities,Publishing activities,"Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",Telecommunications,"Computer programming, consultancy and related activities; information service activities","Financial service activities, except insurance and pension funding","Insurance, reinsurance and pension funding, except compulsory social security",Real estate activities,Scientific research and development,Advertising and market research,"Other professional, scientific and technical activities; veterinary activities",Administrative and support service activities,Public administration and defence; compulsory social security,Education,Human health and social work activities,Other service activities,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,"Crop and animal production, hunting and related service activities",Forestry and logging,Fishing and aquaculture,Mining and quarrying,"Manufacture of food products, beverages and tobacco products","Manufacture of textiles, wearing apparel and leather products","Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Manufacture of paper and paper products,Printing and reproduction of recorded media,Manufacture of coke and refined petroleum products ,Manufacture of chemicals and chemical products ,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacture of rubber and plastic products,Manufacture of other non-metallic mineral products,Manufacture of basic metals,"Manufacture of fabricated metal products, except machinery and equipment","Manufacture of computer, electronic and optical products",Manufacture of electrical equipment,Manufacture of machinery and equipment n.e.c.,"Manufacture of motor vehicles, trailers and semi-trailers",Manufacture of other transport equipment,Manufacture of furniture; other manufacturing,"Electricity, gas, steam and air conditioning supply","Water collection, treatment and supply","Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",Construction,Wholesale and retail trade and repair of motor vehicles and motorcycles,"Wholesale trade, except of motor vehicles and motorcycles","Retail trade, except of motor vehicles and motorcycles",Land transport and transport via pipelines,Water transport,Air transport,Warehousing and support activities for transportation,Postal and courier activities,Accommodation and food service activities,Publishing activities,"Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",Telecommunications,"Computer programming, consultancy and related activities; information service activities","Financial service activities, except insurance and pension funding","Insurance, reinsurance and pension funding, except compulsory social security",Activities auxiliary to financial services and insurance activities,Real estate activities,Legal and accounting activities; activities of head offices; management consultancy activities,Architectural and engineering activities; technical testing and analysis,Scientific research and development,Advertising and market research,"Other professional, scientific and technical activities; veterinary activities",Administrative and support service activities,Public administration and defence; compulsory social security,Education,Human health and social work activities,Other service activities,"Crop and animal production, hunting and related service activities",Mining and quarrying,"Manufacture of food products, beverages and tobacco products","Manufacture of textiles, wearing apparel and leather products","Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Manufacture of paper and paper products,Manufacture of coke and refined petroleum products ,Manufacture of chemicals and chemical products ,Manufacture of rubber and plastic products,Manufacture of other non-metallic mineral products,Manufacture of basic metals,"Manufacture of computer, electronic and optical products",Manufacture of machinery and equipment n.e.c.,"Manufacture of motor vehicles, trailers and semi-trailers",Manufacture of furniture; other manufacturing,"Electricity, gas, steam and air conditioning supply",Construction,Wholesale and retail trade and repair of motor vehicles and motorcycles,"Wholesale trade, except of motor vehicles and motorcycles","Retail trade, except of motor vehicles and motorcycles",Land transport and transport via pipelines,Water transport,Air transport,Warehousing and support activities for transportation,Accommodation and food service activities,Telecommunications,"Financial service activities, except insurance and pension funding",Real estate activities,Administrative and support service activities,Public administration and defence; compulsory social security,Education,Human health and social work activities,Other service activities,"Crop and animal production, hunting and related service activities",Forestry and logging,Fishing and aquaculture,Mining and quarrying,"Manufacture of food products, beverages and tobacco products","Manufacture of textiles, wearing apparel and leather products","Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Manufacture of paper and paper products,Printing and reproduction of recorded media,Manufacture of coke and refined petroleum products ,Manufacture of chemicals and chemical products ,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacture of rubber and plastic products,Manufacture of other non-metallic mineral products,Manufacture of basic metals,"Manufacture of fabricated metal products, except machinery and equipment","Manufacture of computer, electronic and optical products",Manufacture of electrical equipment,Manufacture of machinery and equipment n.e.c.,"Manufacture of motor vehicles, trailers and semi-trailers",Manufacture of other transport equipment,Manufacture of furniture; other manufacturing,Repair and installation of machinery and equipment,"Electricity, gas, steam and air conditioning supply","Water collection, treatment and supply","Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",Construction,Wholesale and retail trade and repair of motor vehicles and motorcycles,"Wholesale trade, except of motor vehicles and motorcycles","Retail trade, except of motor vehicles and motorcycles",Land transport and transport via pipelines,Water transport,Air transport,Warehousing and support activities for transportation,Postal and courier activities,Accommodation and food service activities,Publishing activities,"Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",Telecommunications,"Computer programming, consultancy and related activities; information service activities","Financial service activities, except insurance and pension funding","Insurance, reinsurance and pension funding, except compulsory social security",Activities auxiliary to financial services and insurance activities,Real estate activities,Legal and accounting activities; activities of head offices; management consultancy activities,Architectural and engineering activities; technical testing and analysis,Scientific research and development,Advertising and market research,"Other professional, scientific and technical activities; veterinary activities",Administrative and support service activities,Public administration and defence; compulsory social security,Education,Human health and social work activities,Other service activities,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,"Crop and animal production, hunting and related service activities",Forestry and logging,Fishing and aquaculture,Mining and quarrying,"Manufacture of food products, beverages and tobacco products","Manufacture of textiles, wearing apparel and leather products","Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Manufacture of paper and paper products,Printing and reproduction of recorded media,Manufacture of coke and refined petroleum products ,Manufacture of chemicals and chemical products ,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacture of rubber and plastic products,Manufacture of other non-metallic mineral products,Manufacture of basic metals,"Manufacture of fabricated metal products, except machinery and equipment","Manufacture of computer, electronic and optical products",Manufacture of electrical equipment,Manufacture of machinery and equipment n.e.c.,"Manufacture of motor vehicles, trailers and semi-trailers",Manufacture of other transport equipment,Manufacture of furniture; other manufacturing,Repair and installation of machinery and equipment,"Electricity, gas, steam and air conditioning supply","Water collection, treatment and supply","Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",Construction,Wholesale and retail trade and repair of motor vehicles and motorcycles,"Wholesale trade, except of motor vehicles and motorcycles","Retail trade, except of motor vehicles and motorcycles",Land transport and transport via pipelines,Water transport,Air transport,Warehousing and support activities for transportation,Postal and courier activities,Accommodation and food service activities,Publishing activities,"Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",Telecommunications,"Computer programming, consultancy and related activities; information service activities","Financial service activities, except insurance and pension funding","Insurance, reinsurance and pension funding, except compulsory social security",Activities auxiliary to financial services and insurance activities,Real estate activities,Legal and accounting activities; activities of head offices; management consultancy activities,Architectural and engineering activities; technical testing and analysis,Scientific research and development,"Other professional, scientific and technical activities; veterinary activities",Administrative and support service activities,Public administration and defence; compulsory social security,Education,Human health and social work activities,Other service activities,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Activities of extraterritorial organizations and bodies
1979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1333.9964442485007,103.82719262680598,122.84583402921348,3030.2017249521073,934.2276173491292,550.9027311541792,144.6552370053166,124.32815270850514,49.716722123162555,551.8617080309659,607.0468416171713,120.4170235382072,250.89126348068882,346.0005098336823,784.7986315853775,262.0297970169282,617.348570746612,415.3611185164812,513.7781350370875,599.9201848888362,155.32787128326433,133.09293254914863,4.21669413425387,2060.749004687668,141.86042074570568,63.74541470371907,2122.3546466761054,118.05443005307768,1189.6333227643345,640.0950576661752,911.1055284992824,123.00278183572999,102.96619436970843,197.2211322082861,25.804017872198788,550.4891867270458,10.196170480092318,23.845155952431373,385.0342899598933,196.0540316421178,723.9406823825906,114.08034779996056,2.955585029484813,686.049535379596,410.9474046414586,90.97550233825814,85.26226929774624,157.54955908092722,317.44880608890924,882.2393862616036,593.7674417764126,466.65286997617244,429.30048814339114,25.710384768464074,0.03872678410402128
1982,1084591.870763456,84475.80568560961,128224.13704900989,948456.8111806052,1276233.3111033647,954731.0237593733,275085.05751040357,187027.83393365933,79981.76128481403,738272.7735067926,1018766.7058804153,200416.79774928695,411945.47574006504,641032.480812038,1420906.2321282516,419583.1885757809,1240012.0935336144,813639.934283128,984008.8011181656,955627.912980392,298722.043211635,119929.50357187942,742292.7511591995,25350.212696946932,29966.273886495175,2210576.7802981474,958936.3118294664,198380.39751882985,438336.16412843263,105796.0441975001,62655.294163969185,125566.34527167318,22993.334885487948,390936.6606212265,220950.95858149824,108329.16898629628,497004.812091138,82685.72619742289,514390.7522875243,405525.25563526293,56873.757000790174,199881.6425297044,63744.14163347722,525137.4145466816,412978.93335514184,349764.7962367923,358038.87309426966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983,30.054473192668322,2.3408582581575783,3.553141963787567,26.282116411186028,35.364933916706235,26.45597734342864,7.6227166268823705,5.182615850960867,2.2163264959240134,20.4578329216299,28.230431627625304,5.5536293768055085,11.415173385686359,17.76326563892978,39.37387824300552,11.626817453710531,34.36122953554617,22.54628699750773,27.267276227820375,26.480830501355147,8.277706925318858,3.3232943628591665,20.569228105243383,0.7024645015940706,0.8303773976951067,61.2559639941239,26.57250755260408,5.497199914456013,12.146469883553292,2.9316505682325777,1.736203183511089,3.479493493909738,0.6371544776926121,10.8330107420051,6.122639160947835,3.0018444661501134,13.77220151125215,2.291254441790613,14.253972846301725,11.237266526680509,1.5759944834764232,5.538800012291153,1.766375581041783,14.551767142465085,11.443810908265451,9.692121963663865,9.921399932465244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1985,274040.46586757625,21344.239956664922,32397.995227130166,239643.64236683017,322461.9145303938,241228.9282097229,69504.88874704187,47255.743033834486,20208.743688970517,186537.09311571388,257408.62550751463,50638.69101678035,104084.98636854382,161967.68979498607,359015.9730152464,106014.7835946553,313310.0117689264,205579.8799989727,248626.45345700593,241455.54242893742,75477.17265205689,30302.215898935872,187552.80840764887,6405.159659202894,7571.4855306724985,558539.5825275095,242291.46531045221,50124.160083172595,110753.03979533518,26731.15853101643,15830.918951732452,31726.459217619344,5809.654648649445,98776.75417753571,55826.99378056364,27371.195318986982,125576.66520956907,20891.94612143879,129969.51682444401,102462.80925665576,14370.11587885581,50503.4750063721,16106.034666542922,132684.84266396737,104346.10690053775,88373.98683187513,90464.57218270497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.126712337759784,0.32118897966731474,0.3800230661156919,9.373916173596198,2.8900291686777564,1.7042152603639276,0.4474903616461244,0.3846086126579625,0.15379846885139872,1.7071818512616208,1.8778968277617325,0.372509551171533,0.7761310585990066,1.0703511084740562,2.427771235510932,0.8105880648127262,1.9097651830950721,1.2849178570136905,1.5893704798614903,1.855850545423726,0.480506110481959,0.4117224218904207,0.013044325405370594,6.374918298572783,0.4388446094104014,0.1971961698006206,6.565495090561547,0.3652008782539771,3.6801256342383724,1.9801313438268817,2.8185010849689625,0.38050858348894173,0.3185254852137327,0.6101027353257897,0.07982461975523843,1.7029359624339961,0.03154181009965339,0.07376488872137808,1.1911019416046362,0.6064923146784346,2.2395074279807856,0.35290707167306873,0.009143089742899664,2.122291325566649,1.2712640518765579,0.2814323303123046,0.2637584681529051,0.48737889225345066,0.9820265341353343,2.7292037964871594,1.8368170607224914,1.4435886724319862,1.3280392377849635,0.07953496614628715,0.00011980114223906687
